user_id,timestamp,movie_selected
guest,2025-07-26 18:00:38,'Hellboy': The Seeds of Creation
guest,2025-07-26 18:04:58,'Hellboy': The Seeds of Creation
guest,2025-07-26 18:05:28,'night Mother
guest,2025-07-26 18:05:52,'Tis the Season for Love
guest,2025-07-26 18:11:12,'night Mother
guest,2025-07-26 18:18:12,...All the Marbles
guest,2025-07-26 18:20:27,'Hellboy': The Seeds of Creation
guest,2025-07-26 18:21:08,2 Days in Paris
